id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
1950,Synset('antiballistic_missile.n.01'),2,the Strategic Arms Limitation Talks placed limits on the deployment of ABMs,Synset('time_off.n.01'),1,he requested time off to attend his grandmother's funeral,0
1951,Synset('seeker.n.01'),2,they are seekers after truth,Synset('consideration.n.03'),1,consideration of the traffic problem took more than an hour,0
1952,Synset('head.n.04'),2,the head of the whole operation,Synset('claim.n.03'),1,they struck in support of their claim for a shorter work day,0
1953,Synset('evening.n.02'),1,it was the evening of the Roman Empire,Synset('caravan.n.01'),3,we were part of a caravan of almost a thousand camels,1
1954,Synset('doctor.n.01'),2,I felt so bad I went to see my doctor,Synset('cooking.n.01'),1,cooking can be a great art,0
1955,Synset('world_series.n.01'),2,we watched the World Series on TV,Synset('overplus.n.01'),1,an embarrassment of riches,0
1956,Synset('center.n.10'),4,the center fumbled the handoff,Synset('shtik.n.03'),1,his shtik made us laugh,0
1957,Synset('lottery.n.01'),1,the election was just a lottery to them,Synset('embodiment.n.01'),2,the embodiment of hope,1
1958,Synset('cycle.n.02'),1,Schubert's song cycles,Synset('dame.n.02'),4,a chauffeur opened the door of the limousine for the grand lady,1
1959,Synset('mobilization.n.01'),2,mobilization of the troops,Synset('willies.n.01'),1,that guy gave me the willies,0
1960,Synset('prescription_drug.n.01'),2,he told the doctor that he had been taking his prescription regularly,Synset('structure.n.02'),1,artists must study the structure of the human body,0
1961,Synset('elizabethan.n.01'),2,William Shakespeare was an Elizabethan,Synset('bobble.n.01'),1,the second baseman made a bobble but still had time to throw the runner out,0
1962,Synset('narrowness.n.01'),1,the narrowness of the road,Synset('cold.n.01'),2,will they never find a cure for the common cold?,1
1963,Synset('supernumerary.n.01'),2,reducing staff is difficult because our employees include no supernumeraries,Synset('awareness.n.01'),1,he had no awareness of his mistakes,0
1964,Synset('embodiment.n.01'),2,the embodiment of hope,Synset('ladyship.n.01'),1,Your Ladyship,0
1965,Synset('gearing.n.01'),1,the fool got his tie caught in the geartrain,Synset('craftsman.n.02'),2,the jewelry was made by internationally famous craftsmen,1
1966,Synset('line.n.22'),1,a nice line of shoes,Synset('islam.n.02'),2,"Islam is a complete way of life, not a Sunday religion",1
1967,Synset('venus.n.01'),2,before it was known that they were the same object the evening star was called Venus and the morning star was called Lucifer,Synset('snapshot.n.01'),1,my snapshots haven't been developed yet,0
1968,Synset('overexposure.n.02'),1,an overexposure to violence on television,Synset('idler.n.01'),2,a lazy bum,1
1969,Synset('perturbation.n.03'),1,the term `distress' connotes some degree of perturbation and emotional upset,Synset('grantor.n.01'),2,conveyed from grantor to grantee,1
1970,Synset('bedside.n.01'),1,the doctor stood at her bedside,Synset('coloring_material.n.01'),2,she used a different color for the trim,1
1971,Synset('fantasy.n.01'),1,a schoolgirl fantasy,Synset('mars.n.01'),2,Mars has two satellites,1
1972,Synset('wiggler.n.01'),2,the toddler was a real wiggler on plane trips,Synset('region.n.04'),1,it was going to take in the region of two or three months to finish the job,0
1973,Synset('pivot_joint.n.01'),1,the articulation of the radius and ulna in the arm is a pivot joint,Synset('immortal.n.01'),2,Shakespeare is one of the immortals,1
1974,Synset('uss_cole.n.01'),2,17 sailors died as the result of a terrorist attack while the USS Cole was anchored in Aden,Synset('stamp.n.03'),1,he put his stamp on the envelope,0
1975,Synset('sheep.n.03'),2,his students followed him like sheep,Synset('overexposure.n.02'),1,an overexposure to violence on television,0
1976,Synset('planting.n.03'),2,the planting of corn is hard work,Synset('impregnation.n.02'),1,the impregnation of wood with preservative,0
1977,Synset('election.n.01'),2,the results of the election will be announced tonight,Synset('ghost.n.01'),1,he looked like he had seen a ghost,0
1978,Synset('junk_dna.n.01'),2,most of the genome consists of junk DNA,Synset('accident.n.02'),1,winning the lottery was a happy accident,0
1979,Synset('certified_public_accountant.n.01'),2,"in addition to accounting and auditing, CPAs also prepare tax returns for individuals and corporations",Synset('purge.n.03'),1,he died in a purge by Stalin,0
1980,Synset('partygoer.n.01'),2,the hall was crowded with an overflow of partygoers,Synset('young.n.09'),1,rock music appeals to the young,0
1981,Synset('secretary_of_commerce.n.01'),2,the first Commerce Secretary was William C. Redfield who was appointed by Wilson,Synset('electronic_mail.n.01'),1,you cannot send packages by electronic mail,0
1982,Synset('coverage.n.03'),1,they accused the paper of biased coverage of race relations,Synset('juice.n.04'),2,digestive juices,1
1983,Synset('boyfriend.n.01'),6,if I'd known he was her boyfriend I wouldn't have asked,Synset('dinner.n.02'),1,guests should never be late to a dinner party,0
1984,Synset('apparel.n.01'),2,she was refined in her choice of apparel,Synset('topographic_point.n.01'),1,this is a nice place for a picnic,0
1985,Synset('harassment.n.01'),1,so great was his harassment that he wanted to destroy his tormentors,Synset('kaposi's_sarcoma.n.01'),2,until 1980 Kaposi's sarcoma occurred almost exclusively with Jewish or Italian or black men,1
1986,Synset('grief.n.02'),1,her death was a great grief to John,Synset('thinker.n.01'),2,the great minds of the 17th century,1
1987,Synset('pis_aller.n.01'),1,`pis aller' is French for `worst going',Synset('mingling.n.01'),2,all the random mingling and idle talk made him hate literary parties,1
1988,Synset('value.n.01'),1,the value assigned was 16 milliseconds,Synset('girlfriend.n.02'),6,his girlfriend kicked him out,1
1989,Synset('tons.n.01'),1,made lots of new friends,Synset('hired_hand.n.01'),2,the hired hand fixed the railing,1
1990,Synset('community.n.02'),1,they shared a community of possessions,Synset('stopper.n.03'),2,if my partner has a spade stopper I can bid no trump,1
1991,Synset('mold.n.06'),2,a lobster mold,Synset('heart.n.01'),1,in your heart you know it is true,0
1992,Synset('landscaping.n.02'),1,they spent a great deal of money on the landscaping,Synset('slow_virus.n.01'),2,kuru is caused by a slow virus,1
1993,Synset('baseball_swing.n.01'),1,he took a vicious cut at the ball,Synset('hollow.n.01'),2,hunger had caused the hollows in their cheeks,1
1994,Synset('touch.n.10'),1,she likes the touch of silk on her skin,Synset('handler.n.02'),2,the senator's campaign handlers,1
1995,Synset('rallying.n.01'),2,the bell was a signal for the rallying of the whole neighborhood,Synset('sickness.n.02'),1,drugs have become a sickness they cannot cure,0
1996,Synset('model.n.02'),1,his car was an old model,Synset('playbill.n.01'),2,he couldn't find her name on the playbill,1
1997,Synset('whole.n.02'),1,how big is that part compared to the whole?,Synset('slouch.n.01'),2,he's no slouch when it comes to baseball,1
1998,Synset('crawl.n.03'),1,a crawl was all that the injured man could manage,Synset('balloon_bomb.n.01'),2,In World War II the Japanese launched balloon bombs against North America,1
1999,Synset('paper_tiger.n.01'),1,he reminded Mao that the paper tiger had nuclear teeth,Synset('taste.n.06'),2,his cold deprived him of his sense of taste,1
2000,Synset('passage.n.07'),1,the nasal passages,Synset('slip.n.10'),2,a receipt slip,1
2001,Synset('bar_examination.n.01'),1,applicants may qualify to take the New York bar examination by graduating from an approved law school,Synset('undoer.n.01'),2,she awoke in the arms of her cruel undoer,1
2002,Synset('country.n.04'),1,his poetry celebrated the slower pace of life in the country,Synset('bootlegging.n.01'),2,the Prohibition amendment made bootlegging profitable,1
2003,Synset('elasticity.n.01'),1,the waistband had lost its snap,Synset('petter.n.01'),2,they are heavy petters,1
2004,Synset('curler.n.01'),1,a woman with her head full of curlers is not a pretty sight,Synset('directed_verdict.n.01'),2,there cannot be a directed verdict of guilty in a criminal trial,1
2005,Synset('litigant.n.01'),2,plaintiffs and defendants are both litigants,Synset('cup.n.07'),1,he swore as the ball rimmed the cup and rolled away,0
2006,Synset('humility.n.01'),1,not everyone regards humility as a virtue,Synset('movie.n.01'),2,they went to a movie every Saturday night,1
2007,Synset('wad.n.01'),2,he used a wad of cotton to wipe the counter,Synset('stopping_point.n.01'),1,the stopping point of each round was signaled by a bell,0
2008,Synset('secretary_of_defense.n.01'),2,the first Defense Secretary was James V. Forrestal who was appointed by Truman,Synset('complementary_color.n.01'),1,yellow and blue are complementaries,0
2009,Synset('unresponsiveness.n.01'),1,she began to recover from her numb unresponsiveness after the accident,Synset('cunt.n.01'),2,she said her son thought Hillary was a bitch,1
2010,Synset('cluster_of_differentiation_4.n.01'),3,CD4 is a receptor for HIV in humans,Synset('proportion.n.05'),1,in all perfectly beautiful objects there is found the opposition of one part to another and a reciprocal balance,0
2011,Synset('air_pollution.n.01'),2,air pollution reduced the visibility,Synset('demand.n.04'),1,the kidnapper's exorbitant demands for money,0
2012,Synset('slow_virus.n.01'),2,kuru is caused by a slow virus,Synset('bible.n.01'),1,he went to carry the Word to the heathen,0
2013,Synset('serve.n.01'),1,his powerful serves won the game,Synset('spectator.n.01'),2,the spectators applauded the performance,1
2014,Synset('war.n.03'),2,a price war,Synset('cluster_of_differentiation_4.n.01'),3,CD4 is a receptor for HIV in humans,1
2015,Synset('indirection.n.01'),1,he tried to find out by indirection,Synset('proletarian.n.01'),2,workers of the world--unite!,1
2016,Synset('dealing.n.01'),2,honest dealing,Synset('thrum.n.01'),1,he could hear the thrum of a banjo,0
2017,Synset('spanking.n.01'),2,he gave the brat a good spanking,Synset('unsoundness.n.03'),1,no one can be a poet without a certain unsoundness of mind,0
2018,Synset('distortion.n.04'),2,heavy metal guitar players use vacuum tube amplifiers to produce extreme distortion,Synset('confluence.n.01'),1,Pittsburgh is located at the confluence of the Allegheny and Monongahela rivers,0
2019,Synset('separation.n.05'),2,the separation of church and state,Synset('face.n.03'),1,the face of the city is changing,0
2020,Synset('romanticism.n.02'),2,Romanticism valued imagination and emotion over rationality,Synset('rendezvous.n.02'),1,he was waiting for them at the rendezvous,0
2021,Synset('rallying.n.01'),2,the bell was a signal for the rallying of the whole neighborhood,Synset('visit.n.02'),1,he scheduled a visit to the dentist,0
2022,Synset('seal.n.03'),2,a coat of seal,Synset('aspersion.n.01'),1,in the 19th century any reference to female sexuality was considered a vile aspersion,0
2023,Synset('connection.n.04'),2,he has powerful connections,Synset('block.n.02'),1,he lives in the next block,0
2024,Synset('nonsteroidal_anti-inflammatory.n.01'),2,NSAIDs inhibit the activity of both Cox-1 and Cox-2 enzymes,Synset('generalization.n.02'),1,he spoke in broad generalities,0
2025,Synset('hopper.n.02'),2,"at hopscotch, the best hoppers are the children",Synset('blemish.n.01'),1,a facial blemish,0
2026,Synset('destroyer.n.02'),2,a destroyer of the environment,Synset('efficiency.n.02'),1,she did the work with great efficiency,0
2027,Synset('rainbow.n.02'),1,chasing rainbows,Synset('fugitive.n.01'),2,fugitives from the sweatshops,1
2028,Synset('default.n.01'),3,he lost the game by default,Synset('corker.n.01'),1,that story was a corker,0
2029,Synset('level.n.07'),1,a good actor communicates on several levels,Synset('cyclooxygenase-1.n.01'),5,an unfortunate side effect of NSAIDs is that they block Cox-1,1
2030,Synset('team_sport.n.01'),1,baseball is a team sport by golf is not,Synset('armorer.n.01'),2,a sword made by a famous English armorer,1
2031,Synset('comparison.n.03'),1,no comparison between the two books,Synset('industry.n.02'),2,American industry is making increased use of computers to control production,1
2032,Synset('water_system.n.02'),1,the town debated the purification of the water supply,Synset('associate.n.01'),2,he had to consult his associate before continuing,1
2033,Synset('duce.n.01'),2,Mussolini was called Il Duce,Synset('compromise.n.02'),1,the newly elected congressmen rejected a compromise because they considered it `business as usual',0
2034,Synset('experience.n.02'),1,he had a religious experience,Synset('patient.n.01'),4,the number of emergency patients has grown rapidly,1
2035,Synset('blue_moon.n.01'),1,something that happens once in blue moon almost never happens,Synset('tiger.n.01'),2,he's a tiger on the tennis court,1
2036,Synset('demobilization.n.01'),2,demobilization of factories,Synset('aliquant.n.01'),1,5 is an aliquant part of 12,0
2037,Synset('business.n.09'),2,his business with the cane was hilarious,Synset('yardage.n.01'),1,what is the yardage of this golf course?,0
2038,Synset('carrier.n.01'),2,the bonds were transmitted by carrier,Synset('genus.n.01'),1,ignore the genus communism,0
2039,Synset('outer_space.n.01'),2,the astronauts walked in outer space without a tether,Synset('draft.n.04'),1,they served beer on draft,0
2040,Synset('conviction.n.02'),2,the conviction came as no surprise,Synset('unit.n.02'),1,the reduced the number of units and installations,0
2041,Synset('great.n.01'),2,he is one of the greats of American music,Synset('pun.n.01'),1,I do it for the pun of it,0
2042,Synset('newspaper.n.04'),2,they used bales of newspaper every day,Synset('fleetness.n.01'),1,fleetness of foot,0
2043,Synset('somesthesia.n.01'),1,he relied on somesthesia to warn him of pressure changes,Synset('hearing.n.06'),2,his hearing was impaired,1
2044,Synset('year-end.n.01'),1,he had to unload the merchandise before the year-end,Synset('spot.n.06'),2,they changed his spot on the program,1
2045,Synset('venus.n.01'),2,before it was known that they were the same object the evening star was called Venus and the morning star was called Lucifer,Synset('possibility.n.04'),1,bankruptcy is always a possibility,0
2046,Synset('throw.n.05'),2,he risked his fortune on a throw of the dice,Synset('cattle.n.01'),1,so many head of cattle,0
2047,Synset('commander_in_chief.n.01'),2,in the U.S. the president is the commander in chief,Synset('reversal.n.03'),1,the reversal of the image in the lens,0
2048,Synset('desperate.n.01'),2,they prey on the hopes of the desperate,Synset('burning.n.01'),1,the burning of leaves was prohibited by a town ordinance,0
2049,Synset('accordance.n.02'),1,the accordance to Canada of rights of access,Synset('single_combat.n.01'),2,in all armies there were officers who needed to prove their bravery by single combat,1
2050,Synset('active_placebo.n.01'),2,an active placebo mimics the side effects of the experimental drug,Synset('integer.n.01'),1,an integer is a number that is not a fraction,0
2051,Synset('shame.n.02'),1,one mistake brought shame to all his family,Synset('double.n.03'),2,he could be Gingrich's double,1
2052,Synset('closeness.n.01'),1,their closeness grew as the night wore on,Synset('life.n.08'),2,his heroism saved a life,1
2053,Synset('light.n.08'),2,the light of my life,Synset('return.n.02'),1,on his return from Australia we gave him a welcoming party,0
2054,Synset('mingling.n.01'),2,all the random mingling and idle talk made him hate literary parties,Synset('circulation.n.05'),1,ocean circulation is an important part of global climate,0
2055,Synset('experimenter.n.02'),2,she was an experimenter in new forms of poetry,Synset('reign_of_terror.n.02'),1,the Reign of the Bourbons ended and the Reign of Terror began,0
2056,Synset('down-and-out.n.01'),2,he tried to help the down-and-out,Synset('muscle.n.04'),1,the senators used their muscle to get the party leader to resign,0
2057,Synset('morsel.n.02'),1,all they had left was a bit of bread,Synset('neglecter.n.01'),2,he tried vainly to impress his neglecters,1
2058,Synset('superoxide.n.02'),1,much of the O2 supporting cellular respiration is reduced to the superoxide anion O2-,Synset('down-and-out.n.01'),2,he tried to help the down-and-out,1
2059,Synset('supernatural.n.01'),1,She doesn't believe in the supernatural,Synset('stocktaker.n.01'),2,an outside stocktaker had to be hired,1
2060,Synset('hemoglobin.n.01'),3,fish have simpler hemoglobin than mammals,Synset('antiballistic_missile.n.01'),2,the Strategic Arms Limitation Talks placed limits on the deployment of ABMs,0
2061,Synset('jugglery.n.01'),1,the senator's tax program was mere jugglery,Synset('wad.n.01'),2,he used a wad of cotton to wipe the counter,1
2062,Synset('need.n.02'),1,he had sufficient means to meet his simple needs,Synset('anglo-saxon.n.02'),2,in the ninth century the Vikings began raiding the Anglo-Saxons in Britain,1
2063,Synset('court.n.11'),1,pay court to the emperor,Synset('tourism.n.01'),2,Tourism is a major business in Bermuda,1
2064,Synset('cavern.n.01'),2,his eyes were dark caverns,Synset('absoluteness.n.02'),1,the absoluteness of the pope's decree could not be challenged,0
2065,Synset('ball-buster.n.02'),1,Vietnam was a ball-breaker,Synset('supporter.n.01'),2,all their supporters came out for the game,1
2066,Synset('scrambler.n.01'),2,their quarterback was a good scrambler,Synset('personality.n.01'),1,their different reactions reflected their very different personalities,0
2067,Synset('default.n.01'),3,he lost the game by default,Synset('spring.n.01'),1,the emerging buds were a sure sign of spring,0
2068,Synset('nationality.n.01'),1,immigrants of the same nationality often seek each other out,Synset('invite.n.01'),3,he didn't get no invite to the party,1
2069,Synset('eleventh_hour.n.01'),1,money became available at the eleventh hour,Synset('suit.n.01'),2,they buried him in his best suit,1
2070,Synset('dribbler.n.02'),2,that baby is a dribbler; he needs a bib,Synset('appointment.n.05'),1,he applied for an appointment in the treasury,0
2071,Synset('percolation.n.01'),1,the percolation of rainwater through the soil,Synset('isolation.n.05'),2,he opposed a policy of American isolation,1
2072,Synset('cup.n.08'),1,the school kept the cups is a special glass case,Synset('margin_of_safety.n.01'),2,in engineering the margin of safety is the strength of the material minus the anticipated stress,1
2073,Synset('wall.n.07'),1,the wall followed the road,Synset('surrogate_mother.n.01'),2,a surrogate mother is artificially inseminated with the father's semen and carries the fetus to term,1
2074,Synset('child.n.03'),2,he remained a child in practical matters as long as he lived,Synset('profanation.n.01'),1,desecration of the Holy Sabbath,0
2075,Synset('egghead.n.01'),2,in spite of her love of reading she denied being an egghead,Synset('improvement.n.02'),1,their improvements increased the value of the property,0
2076,Synset('iraqi.n.01'),4,the majority of Iraqi are Arab Shiite Muslims although Sunni Muslims control the government,Synset('iconography.n.01'),1,religious iconography,0
2077,Synset('slump.n.01'),1,the team went into a slump,Synset('mounter.n.02'),2,a solitary mounter of the staircase,1
2078,Synset('volatile.n.01'),2,it was heated to evaporate the volatiles,Synset('argumentation.n.02'),1,I can't follow your line of reasoning,0
2079,Synset('non-euclidean_geometry.n.01'),1,non-Euclidean geometries discard or replace one or more of the Euclidean axioms,Synset('wad.n.01'),2,he used a wad of cotton to wipe the counter,1
2080,Synset('tie.n.04'),2,he nailed the rafters together with a tie beam,Synset('bull's_eye.n.01'),1,in repeated sets of five shots his numbers of bull's-eyes varied,0
2081,Synset('world.n.02'),1,the Western world,Synset('drunk-and-disorderly.n.01'),2,they delivered the drunk-and-disorderlies to the county jail,1
2082,Synset('lotus-eater.n.01'),2,in the Odyssey Homer tells of lotus-eaters who live in dreamy indolence,Synset('union.n.07'),1,the Soviet Union,0
2083,Synset('world.n.02'),1,the Western world,Synset('doctor.n.04'),2,she is a doctor of philosophy in physics,1
2084,Synset('shadow.n.09'),2,the poor child was his mother's shadow,Synset('base.n.08'),1,the base of the lamp,0
2085,Synset('adieu.n.01'),1,they said their good-byes,Synset('airhead.n.01'),2,she's a total airhead,1
2086,Synset('chemistry.n.02'),2,the chemistry of soil,Synset('bandwagon_effect.n.01'),1,in periods of high merger activity there is a bandwagon effect with more and more firms seeking to engage in takeover activity,0
2087,Synset('clemency.n.02'),2,he threw himself on the mercy of the court,Synset('restraint.n.01'),1,the unlawful restraint of trade,0
2088,Synset('spring.n.01'),1,the emerging buds were a sure sign of spring,Synset('chemical_terrorism.n.01'),2,a good agent for chemical terrorism should be colorless and odorless and inexpensive and readily available and not detectable until symptoms are experienced,1
2089,Synset('agreement.n.01'),1,they had an agreement that they would not interfere in each other's business,Synset('treatment.n.02'),2,the handling of prisoners,1
2090,Synset('development.n.08'),1,the development and printing of his pictures took only two hours,Synset('egghead.n.01'),2,in spite of her love of reading she denied being an egghead,1
2091,Synset('great.n.01'),2,he is one of the greats of American music,Synset('cheerfulness.n.01'),1,flowers added a note of cheerfulness to the drab room,0
2092,Synset('neptune.n.02'),3,the existence of Neptune was predicted from perturbations in the orbit of Uranus and it was then identified in 1846,Synset('grace.n.07'),1,God's grace is manifested in the salvation of sinners,0
2093,Synset('tripper.n.04'),1,the pressure activates the tripper and releases the water,Synset('carpetbagger.n.01'),2,after the Civil War the carpetbaggers from the north tried to take over the south,1
2094,Synset('hacker.n.03'),4,true hackers subscribe to a code of ethics and look down upon crackers,Synset('schoolbag.n.01'),1,found just the right dictionary to fit into his schoolbag,0
2095,Synset('preteen.n.01'),2,little league is intended for the preteens,Synset('night.n.04'),1,three nights later he collapsed,0
2096,Synset('return.n.10'),2,in return we gave them as good as we got,Synset('slot.n.02'),1,he put a quarter in the slot,0
2097,Synset('sector.n.02'),1,the public sector,Synset('best.n.02'),2,he could beat the best of them,1
2098,Synset('government.n.02'),2,regulations for the governing of state prisons,Synset('nose.n.04'),1,my horse lost the race by a nose,0
2099,Synset('determination.n.02'),1,his determination showed in his every movement,Synset('brace.n.01'),2,he wore a brace on his knee,1
2100,Synset('syndication.n.02'),2,he received a comfortable income from the syndication of his work,Synset('filthiness.n.02'),1,this deformity and filthiness of sin,0
2101,Synset('principal.n.02'),2,she sent unruly pupils to see the principal,Synset('reconditeness.n.01'),1,the anthropologist was impressed by the reconditeness of the native proverbs,0
2102,Synset('ionization.n.01'),1,the ionization of a gas,Synset('drop.n.06'),2,it was a miracle that he survived the drop from that height,1
2103,Synset('hinny.n.01'),1,a hinny has a gentler disposition than a mule,Synset('tramp.n.01'),4,a homeless tramp,1
2104,Synset('addict.n.01'),2,a golf addict,Synset('batting_average.n.01'),1,Ted Williams once had a batting average above .400,0
2105,Synset('intensity.n.01'),1,he adjusted the intensity of the sound,Synset('burqa.n.01'),2,the Taliban forced all women to wear the burqa,1
2106,Synset('assumption.n.02'),1,any society is built upon certain assumptions,Synset('shaker.n.01'),2,a shaker of traditional beliefs,1
2107,Synset('grill.n.02'),1,he cooked hamburgers on the grill,Synset('size.n.03'),2,size gives body to a fabric,1
2108,Synset('examiner.n.02'),2,the examiner searched for clues,Synset('post.n.11'),1,it came by the first post,0
2109,Synset('focus.n.04'),1,the focus of infection,Synset('stocktaker.n.01'),2,an outside stocktaker had to be hired,1
2110,Synset('blow.n.07'),1,he gave his nose a loud blow,Synset('cad.n.01'),2,you dirty dog,1
2111,Synset('companion.n.01'),2,drinking companions,Synset('ice.n.01'),1,Americans like ice in their drinks,0
2112,Synset('lawsuit.n.01'),2,the family brought suit against the landlord,Synset('sleekness.n.01'),1,the sleekness of his appearance reminded me of his financial successes,0
2113,Synset('malpractice_insurance.n.01'),1,obstetricians have to pay high rates for malpractice insurance,Synset('chloroform.n.01'),4,chloroform was the first inhalation anesthetic,1
2114,Synset('journal.n.02'),1,he reads the medical journals,Synset('comfort_woman.n.01'),4,she wrote a book about her harsh experiences as a comfort woman,1
2115,Synset('exercise.n.05'),1,academic exercises,Synset('irani.n.01'),4,the majority of Irani are Persian Shiite Muslims,1
2116,Synset('survivor.n.02'),2,he left his farm to his survivors,Synset('expressive_style.n.01'),1,all the reporters were expected to adopt the style of the newspaper,0
2117,Synset('quality.n.03'),1,each town has a quality all its own,Synset('wearer.n.01'),2,the wearer of the crown,1
2118,Synset('punch-up.n.01'),2,the quarrel ended in a punch-up,Synset('seal.n.05'),1,the warrant bore the sheriff's seal,0
2119,Synset('blade.n.02'),2,gay young blades bragged of their amorous adventures,Synset('satisfaction.n.04'),1,the full and final satisfaction of the claim,0
2120,Synset('world_affairs.n.01'),2,you can't really keep up with world affairs by watching television,Synset('gaze.n.01'),1,he fixed his paternal gaze on me,0
2121,Synset('pencil.n.02'),2,the words were scribbled in pencil,Synset('pathos.n.01'),1,the film captured all the pathos of their situation,0
2122,Synset('affluent.n.01'),2,the so-called emerging affluents,Synset('area.n.06'),1,the area of a rectangle,0
2123,Synset('mouth.n.04'),1,New York is at the mouth of the Hudson,Synset('tape.n.03'),2,he broke the tape in record time,1
2124,Synset('pick.n.06'),1,he used a pick to clean the dirt out of the cracks,Synset('rurality.n.01'),2,a place with the rurality of a turnip field,1
2125,Synset('hardball.n.01'),1,they play hardball in the Senate,Synset('sonar.n.01'),2,sonar is an acronym for sound navigation ranging,1
2126,Synset('pluto.n.03'),2,Pluto was discovered by Clyde Tombaugh in 1930,Synset('basis.n.02'),1,the whole argument rested on a basis of conjecture,0
2127,Synset('refresher.n.02'),3,he stopped at the bar for a quick refresher,Synset('colleague.n.02'),2,the surgeon consulted his colleagues,0
2128,Synset('moral_obligation.n.01'),2,he did it out of a feeling of moral obligation,Synset('dash.n.03'),1,he is preparing for the 100-yard dash,0
2129,Synset('bleach.n.01'),1,a complete bleach usually requires several applications,Synset('center.n.10'),4,the center fumbled the handoff,1
2130,Synset('composition.n.09'),1,he envied the composition of their faculty,Synset('perforation.n.02'),2,a perforation of the eardrum,1
2131,Synset('product.n.04'),2,a product of lime and nitric acid,Synset('bill_of_attainder.n.01'),1,bills of attainder are prohibited by the Constitution of the United States,0
2132,Synset('cavern.n.01'),2,his eyes were dark caverns,Synset('outage.n.02'),1,there will be a network outage from 8 to 10 a.m.,0
2133,Synset('bootlegging.n.01'),2,the Prohibition amendment made bootlegging profitable,Synset('wheel.n.03'),1,the wheels of government began to turn,0
2134,Synset('scrape.n.03'),2,all that bowing and scraping did not impress him,Synset('line.n.22'),1,a nice line of shoes,0
2135,Synset('zakat.n.01'),2,the zakat is earmarked for the poor and disabled,Synset('testimony.n.03'),1,his effort was testimony to his devotion,0
2136,Synset('counter.n.08'),3,a counter may be used to stiffen the material around the heel and to give support to the foot,Synset('rise.n.04'),1,they cheered the rise of the hot-air balloon,0
2137,Synset('notice.n.06'),1,his hard work soon attracted the teacher's notice,Synset('owner.n.02'),2,they are searching for the owner of the car,1
2138,Synset('void.n.02'),2,the huge desert voids,Synset('rain_date.n.01'),1,the rain date for the picnic will be the following Sunday,0
2139,Synset('shegetz.n.01'),2,why does she like all those shkotzim?,Synset('reinsurance.n.01'),1,reinsurance enables a client to get coverage that would be too great for any one company to assume,0
2140,Synset('broad.n.01'),4,a broad is a woman who can throw a mean punch,Synset('conscience.n.02'),1,a person of unflagging conscience,0
2141,Synset('score.n.07'),1,add it to my score and I'll settle later,Synset('light.n.08'),2,the light of my life,1
2142,Synset('private.n.01'),2,our prisoner was just a private and knew nothing of value,Synset('formation.n.01'),1,a defensive formation,0
2143,Synset('ground_swell.n.01'),1,there was a ground swell of antiwar sentiment,Synset('mass.n.08'),2,they played a Mass composed by Beethoven,1
2144,Synset('lame.n.02'),1,she wore a gold lame dress,Synset('rally.n.05'),2,after a short rally Connors won the point,1
2145,Synset('spy.n.02'),2,my spies tell me that you had a good time last night,Synset('awe.n.01'),1,he stared over the edge with a feeling of awe,0
2146,Synset('face.n.01'),1,he washed his face,Synset('seer.n.02'),2,an incurable seer of movies,1
2147,Synset('extreme.n.01'),1,he carried it to extremes,Synset('blue.n.02'),2,she was wearing blue,1
2148,Synset('expression.n.02'),1,tears are an expression of grief,Synset('thickening.n.01'),2,starch is used in cooking as a thickening,1
2149,Synset('soft_option.n.01'),1,the instructor took the soft option and gave the boy a passing grade,Synset('refiner.n.01'),2,he was a sugar refiner,1
2150,Synset('tongue_twister.n.01'),1,`rubber baby buggy bumper' is a tongue twister,Synset('hunter.n.02'),2,a treasure hunter,1
2151,Synset('size.n.03'),2,size gives body to a fabric,Synset('downrightness.n.01'),1,what some people take for rudeness is really straightforwardness,0
2152,Synset('nose.n.06'),2,the hound has a good nose,Synset('equal_temperament.n.01'),1,equal temperament is the system commonly used in keyboard instruments,0
2153,Synset('physics.n.01'),1,his favorite subject was physics,Synset('low-birth-weight_baby.n.01'),2,a low-birth-weight infant is at risk for developing lack of oxygen during labor,1
2154,Synset('cheerleader.n.01'),2,he has become a cheerleader for therapeutic cloning,Synset('vx_gas.n.01'),4,VX gas is one of those things we wish we could disinvent,1
2155,Synset('bombazine.n.01'),1,black bombazine is frequently used for mourning garments,Synset('slouch.n.01'),2,he's no slouch when it comes to baseball,1
2156,Synset('omen.n.01'),1,he looked for an omen before going into battle,Synset('letter.n.01'),2,mailed an indignant letter to the editor,1
2157,Synset('muggee.n.01'),2,the law seems to give more protection to the mugger than to the muggee,Synset('mouse.n.04'),1,a mouse takes much more room than a trackball,0
2158,Synset('connection.n.02'),1,the connection between church and state is inescapable,Synset('finish_coat.n.02'),4,we can't paint until they put on the finishing coat,1
2159,Synset('party.n.04'),1,he planned a party to celebrate Bastille Day,Synset('thong.n.02'),2,she wore thongs in her quest for the callipygian ideal,1
2160,Synset('product.n.04'),2,a product of lime and nitric acid,Synset('containment.n.01'),1,containment of communist expansion was a central principle of United States' foreign policy from 1947 to the 1975,0
2161,Synset('native.n.01'),2,the art of the natives of the northwest coast,Synset('perversion.n.03'),1,it was a perversion of justice,0
2162,Synset('handful.n.01'),1,only a handful of responses were received,Synset('slop.n.02'),2,they waded through the slop,1
