id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
1554,Synset('fragment.n.01'),5,a fragment of rock,Synset('splint.n.01'),7,he lit the fire with a burning splint,1
1555,Synset('model.n.06'),9,every child needs a role model,Synset('humdinger.n.01'),11,a humdinger of a secretary,1
1556,Synset('sketch.n.01'),9,he made several studies before starting to paint,Synset('design.n.06'),10,the design of a building,1
1557,Synset('affluence.n.01'),8,they studied forerunners of richness or poverty,Synset('lap_of_luxury.n.01'),10,he was raised in the lap of luxury,1
1558,Synset('pain.n.02'),6,the pain of loneliness,Synset('wound.n.03'),8,he feared that mentioning it might reopen the wound,1
1559,Synset('helping.n.01'),6,the helpings were all small,Synset('draft.n.04'),8,they served beer on draft,1
1560,Synset('submission.n.01'),5,several of his submissions were rejected by publishers,Synset('filing.n.01'),6,he filed a complaint,1
1561,Synset('liveliness.n.02'),7,it was a heavy play and the actors tried in vain to give life to it,Synset('sparkle.n.01'),10,he had a sparkle in his eye,1
1562,Synset('invitation.n.01'),10,an invitation to lunch,Synset('bidding.n.02'),11,they came at his bidding,1
1563,Synset('struggle.n.03'),10,the struggle to get through the crowd exhausted her,Synset('wrestle.n.01'),11,they had a fierce wrestle,1
1564,Synset('testimony.n.03'),6,his effort was testimony to his devotion,Synset('testament.n.03'),7,his easy victory was a testament to his skill,1
1565,Synset('oppression.n.02'),7,after years of oppression they finally revolted,Synset('yoke.n.02'),8,under the yoke of a tyrant,1
1566,Synset('practice.n.05'),5,it is not the local practice to wear shorts to dinner,Synset('heritage.n.01'),6,a heritage of freedom,1
1567,Synset('seizure.n.01'),9,he suffered an epileptic seizure,Synset('petit_mal.n.02'),12,the girl was frightened by her first petit mal,1
1568,Synset('spirit.n.02'),7,the feel of the city excited him,Synset('hollywood.n.02'),8,some people in publishing think of theirs as a glamorous medium so they copy the glitter of Hollywood,1
1569,Synset('development.n.07'),7,after he saw the latest development he changed his mind and became a supporter,Synset('underdevelopment.n.01'),8,much poverty can be traced to the underdevelopment of industry,1
1570,Synset('company.n.06'),7,the house was filled with company when I arrived,Synset('number.n.07'),8,I hope to become one of their number before I die,1
1571,Synset('goal.n.04'),11,the winning goal came with less than a minute left to play,Synset('own_goal.n.01'),12,the own goal cost them the game,1
1572,Synset('arrival.n.02'),7,they awaited her arrival,Synset('amphibious_landing.n.01'),9,MacArthur staged a massive amphibious landing behind enemy lines,1
1573,Synset('admission.n.01'),9,the surgery was performed on his second admission to the clinic,Synset('readmission.n.01'),10,the surgery was performed on his readmission to the clinic,1
1574,Synset('disrepute.n.01'),8,your actions will bring discredit to your name,Synset('reputation.n.02'),11,his reputation for promiscuity,1
1575,Synset('slang.n.02'),7,they don't speak our lingo,Synset('street_name.n.02'),8,`smack' is a street name for heroin,1
1576,Synset('air.n.03'),5,an air of mystery,Synset('vibration.n.04'),6,that place gave me bad vibrations,1
1577,Synset('first.n.01'),7,He wanted to be the first,Synset('former.n.01'),8,Tom and Dick were both heroes but only the former is remembered today,1
1578,Synset('beginning.n.04'),6,the Italian beginning of the Renaissance,Synset('headwater.n.01'),7,the headwaters of the Nile,1
1579,Synset('directness.n.01'),6,rivaling a hawk in directness of aim,Synset('downrightness.n.01'),7,what some people take for rudeness is really straightforwardness,1
1580,Synset('adoption.n.01'),10,its adoption by society,Synset('embrace.n.03'),11,his willing embrace of new ideas,1
1581,Synset('asperity.n.01'),6,the asperity of northern winters,Synset('sternness.n.01'),7,the sternness of his surroundings made him uncomfortable,1
1582,Synset('apprehension.n.01'),8,the student looked around the examination room with apprehension,Synset('foreboding.n.01'),9,a steadily escalating sense of foreboding,1
1583,Synset('award.n.01'),9,he criticized the awarding of compensation by the court,Synset('addiction.n.03'),10,under Roman law addiction was the justification for slavery,1
1584,Synset('place.n.10'),7,he overstepped his place,Synset('niche.n.01'),8,he found his niche in the academic world,1
1585,Synset('shock_wave.n.01'),8,the explosion created a shock wave,Synset('sonic_boom.n.01'),9,a sonic boom follows an aircraft as a wake follows a ship,1
1586,Synset('excitement.n.02'),9,his face was flushed with excitement and his hands trembled,Synset('fever_pitch.n.01'),10,the crowd was at fever pitch,1
1587,Synset('drawback.n.01'),8,he pointed out all the drawbacks to my plan,Synset('catch.n.01'),9,it sounds good but what's the catch?,1
1588,Synset('ardor.n.03'),7,he spoke with great ardor,Synset('zeal.n.02'),8,he had an absolute zeal for litigation,1
1589,Synset('breakdown.n.03'),7,there was a power breakdown,Synset('fault.n.05'),8,it took much longer to find the fault than to fix it,1
1590,Synset('narration.n.02'),9,his narration was hesitant,Synset('relation.n.04'),10,he was the hero according to his own relation,1
1591,Synset('taste.n.03'),8,arrogance and lack of taste contributed to his rapid success,Synset('bandwagon.n.01'),10,when they saw how things were going everybody jumped on the bandwagon,1
1592,Synset('hypothesis.n.02'),8,a scientific hypothesis that survives experimental testing becomes a scientific theory,Synset('conclusion.n.02'),10,jump to a conclusion,1
1593,Synset('atmosphere.n.01'),6,there was an atmosphere of excitement,Synset('miasma.n.01'),7,the novel spun a miasma of death and decay,1
1594,Synset('attention.n.05'),7,keeping track of all the details requires your complete attention,Synset('watchfulness.n.01'),8,"wakefulness, watchfulness, and bellicosity make a good hunter",1
1595,Synset('imputation.n.01'),9,he denied the imputation,Synset('finger-pointing.n.01'),10,they want all the finger-pointing about intelligence failures to stop,1
1596,Synset('irrational_impulse.n.01'),6,his first impulse was to denounce them,Synset('compulsion.n.01'),7,he felt a compulsion to babble on about the accident,1
1597,Synset('details.n.01'),6,after the trial he gave us the real details,Synset('dope.n.04'),7,is that the straight dope?,1
1598,Synset('rejoinder.n.01'),8,it brought a sharp rejoinder from the teacher,Synset('sass.n.01'),9,don't give me any of your sass,1
1599,Synset('degree.n.02'),5,a remarkable degree of frankness,Synset('ultimacy.n.01'),6,the ultimacy of these social values,1
1600,Synset('machine.n.02'),8,the boxer was a magnificent fighting machine,Synset('cyborg.n.01'),9,a cyborg is a cybernetic organism,1
1601,Synset('deliberation.n.02'),9,a little deliberation would have deterred them,Synset('think.n.01'),10,I need to give it a good think,1
1602,Synset('rear.n.02'),10,his room was toward the rear of the hotel,Synset('rearward.n.01'),11,his outfit marched to the rearward of the tank divisions,1
1603,Synset('approach.n.01'),10,his approach to every problem is to draw up a list of pros and cons,Synset('avenue.n.01'),11,they explored every avenue they could think of,1
1604,Synset('law.n.02'),8,there is a law against kidnapping,Synset('prohibition.n.01'),9,in 1920 the 18th amendment to the Constitution established prohibition in the US,1
1605,Synset('service.n.01'),8,budget separately for goods and services,Synset('facility.n.05'),9,a cell phone with internet facility,1
1606,Synset('inspection.n.01'),10,the platoon stood ready for review,Synset('spot_check.n.01'),12,spot checks ensure a high level of performance by employees,1
1607,Synset('space.n.01'),4,they tested his ability to locate objects in space,Synset('mathematical_space.n.01'),5,assume that the topological space is finite dimensional,1
1608,Synset('point.n.06'),4,at that point I had to leave,Synset('termination.n.01'),6,the expiry of his driver's license,1
1609,Synset('control.n.01'),6,under control,Synset('iron_fist.n.01'),7,she rules the office with an iron fist,1
1610,Synset('exception.n.03'),8,his authority is beyond exception,Synset('caption.n.01'),9,a mere caption unworthy of a reply,1
1611,Synset('increase.n.05'),9,he gave me an increase in salary,Synset('amplification.n.01'),11,a few remarks added in amplification and defense,1
1612,Synset('overabundance.n.02'),9,four-year-olds have an overabundance of energy,Synset('bellyful.n.01'),10,a bellyful of your complaints,1
1613,Synset('relaxation.n.04'),9,the relaxation of requirements,Synset('thaw.n.03'),10,the thaw between the United States and Russia has led to increased cooperation in world affairs,1
1614,Synset('air_travel.n.01'),10,air travel involves too much waiting in airports,Synset('pass.n.07'),12,the plane turned to make a second pass,1
1615,Synset('hemoglobin.n.01'),14,fish have simpler hemoglobin than mammals,Synset('oxyhemoglobin.n.01'),15,oxyhemoglobin transports oxygen to the cells of the body,1
1616,Synset('presidency.n.02'),9,Andrew Jackson expanded the power of the presidency beyond what was customary before his time,Synset('president_of_the_united_states.n.02'),10,a President is elected every four years,1
1617,Synset('dishonor.n.01'),7,he was resigned to a life of dishonor,Synset('depth.n.04'),11,he had sunk to the depths of addiction,1
1618,Synset('interest.n.03'),6,they said nothing of great interest,Synset('topicality.n.01'),7,the library had to discard books that had lost their topicality,1
1619,Synset('credence.n.01'),6,he gave credence to the gossip,Synset('recognition.n.07'),7,the recognition of the Rio Grande as a boundary between Mexico and the United States,1
1620,Synset('admonition.n.01'),7,a letter of admonition about the dangers of immorality,Synset('example.n.04'),8,they decided to make an example of him,1
1621,Synset('constancy.n.01'),6,early mariners relied on the constancy of the trade winds,Synset('invariance.n.02'),7,the invariance of the configuration under translation,1
1622,Synset('course_of_study.n.01'),6,he was admitted to a new program at the university,Synset('crash_course.n.01'),7,he took a crash course in Italian on his way to Italy,1
1623,Synset('impression.n.01'),7,his impression of her was favorable,Synset('presence.n.04'),8,he felt the presence of an evil force,1
1624,Synset('ellipse.n.01'),8,the sums of the distances from the foci to any point on an ellipse is constant,Synset('circle.n.01'),9,he calculated the circumference of the circle,1
1625,Synset('first.n.01'),7,He wanted to be the first,Synset('former.n.01'),8,Tom and Dick were both heroes but only the former is remembered today,1
1626,Synset('being.n.01'),5,a point of view gradually coming into being,Synset('bazaar.n.03'),10,the church bazaar,1
1627,Synset('object.n.04'),6,objects of thought,Synset('antipathy.n.02'),7,cats were his greatest antipathy,1
1628,Synset('actuality.n.01'),6,a hope that progressed from possibility to actuality,Synset('truth.n.02'),7,they debated the truth of the proposition,1
1629,Synset('conclusion.n.08'),7,in conclusion I want to say...,Synset('peroration.n.02'),8,he summarized his main points in his peroration,1
1630,Synset('uncertainty.n.01'),5,the uncertainty of the outcome,Synset('speculativeness.n.02'),6,her work is highly contentious because of its speculativeness and lack of supporting evidence,1
1631,Synset('management.n.01'),8,he was given overall management of the program,Synset('sanction.n.04'),10,it had the sanction of the church,1
1632,Synset('increase.n.02'),7,the increase is scheduled for next month,Synset('quantum_leap.n.01'),9,this may not insure success but it will represent a quantum leap from last summer,1
1633,Synset('narrowness.n.01'),8,the narrowness of the road,Synset('fineness.n.02'),9,he marvelled at the fineness of her hair,1
1634,Synset('way.n.05'),8,the path of virtue,Synset('straight_and_narrow.n.01'),9,he taught his children to keep strictly to the straight and narrow,1
1635,Synset('artwork.n.01'),5,the publisher was responsible for all the artwork in the book,Synset('figure.n.01'),7,the area covered can be seen from Figure 2,1
1636,Synset('discipline.n.05'),9,the offenders deserved the harsh discipline they received,Synset('spanking.n.01'),10,he gave the brat a good spanking,1
1637,Synset('limit.n.01'),7,what he did was beyond the bounds of acceptable behavior,Synset('utmost.n.01'),8,he tried his utmost,1
1638,Synset('clemency.n.02'),14,he threw himself on the mercy of the court,Synset('quarter.n.14'),15,he surrendered but asked for quarter,1
1639,Synset('claim.n.01'),8,his claim asked for damages,Synset('pretension.n.02'),9,his pretension to the crown,1
1640,Synset('council.n.03'),7,emergency council,Synset('jirga.n.01'),8,most criminal cases are handled by a tribal Jirga rather than by laws or police,1
1641,Synset('boy.n.02'),10,he likes to play golf with the boys,Synset('one_of_the_boys.n.01'),11,he quickly became one of the boys,1
1642,Synset('row.n.01'),7,a row of chairs,Synset('serration.n.02'),8,the pliers had serrations to improve the grip,1
1643,Synset('raise.n.03'),12,I'll see your raise and double it,Synset('doubling.n.02'),13,I decided his double was a bluff,1
1644,Synset('rescue.n.01'),7,work is the deliverance of mankind,Synset('reclamation.n.02'),8,the reclamation of delinquent children,1
1645,Synset('rise.n.04'),8,they cheered the rise of the hot-air balloon,Synset('heave.n.01'),9,the heaving of waves on a rough sea,1
1646,Synset('door.n.03'),11,we closed the door to Haitian immigrants,Synset('open_door.n.02'),12,he maintained an open door for all employees,1
1647,Synset('standard.n.01'),5,the schools comply with federal standards,Synset('change.n.05'),9,I paid with a twenty and pocketed the change,1
1648,Synset('jirga.n.01'),8,most criminal cases are handled by a tribal Jirga rather than by laws or police,Synset('loya_jirga.n.01'),9,he convened a Loya Jirga that persuaded tribal leaders to acquiesce,1
1649,Synset('struggle.n.03'),10,the struggle to get through the crowd exhausted her,Synset('wrestle.n.01'),11,they had a fierce wrestle,1
1650,Synset('hypothesis.n.02'),8,a scientific hypothesis that survives experimental testing becomes a scientific theory,Synset('speculation.n.02'),9,speculations about the outcome of the election,1
1651,Synset('stop.n.01'),7,it came to a stop at the bottom of the hill,Synset('cessation.n.01'),8,a cessation of the thunder,1
1652,Synset('call.n.09'),8,many calls for Christmas stories,Synset('recall.n.02'),9,the recall of our ambassador,1
1653,Synset('abundance.n.01'),8,an age of abundance,Synset('profusion.n.01'),9,the profusion of detail,1
1654,Synset('preference.n.01'),7,my own preference is for good literature,Synset('acquired_taste.n.01'),8,martinis are an acquired taste,1
1655,Synset('twilight.n.01'),10,he loved the twilight,Synset('night.n.06'),11,they worked from morning to night,1
1656,Synset('sufficiency.n.03'),5,he questioned the sufficiency of human intelligence,Synset('ampleness.n.01'),6,the ampleness of her servings more than satisfied his hunger,1
1657,Synset('suspicion.n.03'),6,he tried to shield me from suspicion,Synset('cloud.n.05'),7,after that mistake he was under a cloud,1
1658,Synset('shining.n.01'),8,the shining of shoes provided a meager living,Synset('shoeshine.n.02'),9,he charged a dollar for a shoeshine,1
1659,Synset('appearance.n.04'),7,I tried to describe his appearance to the police,Synset('ghost.n.01'),10,he looked like he had seen a ghost,1
1660,Synset('interest.n.01'),9,an interest in music,Synset('matter.n.01'),11,several matters to attend to,1
1661,Synset('sufficiency.n.03'),5,he questioned the sufficiency of human intelligence,Synset('ampleness.n.01'),6,the ampleness of her servings more than satisfied his hunger,1
1662,Synset('range.n.02'),8,range of motion,Synset('rifle_range.n.01'),9,the target was out of rifle range,1
1663,Synset('personality.n.01'),4,their different reactions reflected their very different personalities,Synset('identity.n.01'),5,you can lose your identity when you join the army,1
1664,Synset('dislike.n.02'),6,my dislike of him was instinctive,Synset('contempt.n.01'),7,he was held in contempt,1
1665,Synset('stock_certificate.n.01'),9,the value of his stocks doubled during the past year,Synset('share.n.02'),10,he bought 100 shares of IBM at the market price,1
1666,Synset('demand.n.04'),7,the kidnapper's exorbitant demands for money,Synset('exaction.n.01'),8,exaction of tribute,1
1667,Synset('money.n.02'),7,all his money is in real estate,Synset('pile.n.03'),8,she made a bundle selling real estate,1
1668,Synset('antagonistic_muscle.n.01'),9,the biceps and triceps are antagonistic muscles,Synset('agonist.n.03'),10,when bending the elbow the biceps are the agonist,1
1669,Synset('section.n.03'),7,no section of the nation is more ardent than the South,Synset('outskirts.n.01'),8,they lived on the outskirts of Houston,1
1670,Synset('shot.n.14'),11,he is still recovering from a shot to his leg,Synset('cheap_shot.n.02'),12,he called a penalty on them when the lineman took a cheap shot at the quarterback,1
1671,Synset('body.n.02'),5,the whole body filed out of the auditorium,Synset('house.n.09'),8,the house gets a percentage of every bet,1
1672,Synset('situation.n.03'),7,the dangerous situation developed suddenly,Synset('dunkirk.n.01'),9,the Russians had to pull off a Dunkirk to get out of there,1
1673,Synset('area.n.01'),6,it was a mountainous area,Synset('place.n.04'),9,He comes from a place near Chicago,1
1674,Synset('body_of_water.n.01'),4,they invaded our territorial waters,Synset('pool.n.06'),5,there were puddles of muddy water in the road after the rain,1
1675,Synset('hunter.n.02'),9,a treasure hunter,Synset('forager.n.01'),10,in Japan a fungus forager can earn a good living,1
1676,Synset('exception.n.03'),8,his authority is beyond exception,Synset('caption.n.01'),9,a mere caption unworthy of a reply,1
1677,Synset('hit.n.03'),10,that song was his first hit and marked the beginning of his career,Synset('sleeper.n.09'),11,that movie was the sleeper of the summer,1
1678,Synset('power.n.01'),5,the deterrent power of nuclear weapons,Synset('stranglehold.n.01'),6,corporations have a stranglehold on the media,1
1679,Synset('hit.n.03'),10,that song was his first hit and marked the beginning of his career,Synset('sleeper.n.09'),11,that movie was the sleeper of the summer,1
1680,Synset('post.n.04'),11,he set a row of posts in the ground and strung barbwire between them,Synset('bollard.n.01'),12,the road was closed to vehicular traffic with bollards,1
1681,Synset('job.n.02'),9,estimates of the city's loss on that job ranged as high as a million dollars,Synset('scut_work.n.01'),10,the hospital hired him to do scut work,1
1682,Synset('precaution.n.01'),12,he put an ice pack on the injury as a precaution,Synset('backstop.n.03'),13,he acted as a backstop in case anything went wrong,1
1683,Synset('day.n.01'),5,two days later they left,Synset('eve.n.02'),6,he always arrives on the eve of her departure,1
1684,Synset('purpose.n.01'),7,his intent was to provide a new translation,Synset('cross-purpose.n.01'),8,at cross-purposes,1
1685,Synset('situation.n.02'),6,the unpleasant situation (or position) of having to choose between two evils,Synset('place.n.06'),7,If you were in my place what would you do?,1
1686,Synset('testing.n.02'),10,there are laboratories for commercial testing,Synset('genetic_screening.n.01'),12,genetic screening of infants for phenylketonuria,1
1687,Synset('cake.n.01'),7,a bar of chocolate,Synset('tablet.n.03'),8,a tablet of soap,1
1688,Synset('succession.n.02'),7,a succession of stalls offering soft drinks,Synset('parade.n.02'),8,a parade of strollers on the mall,1
1689,Synset('fabrication.n.03'),9,the synthesis and fabrication of single crystals,Synset('granulation.n.02'),11,the granulation of medicines,1
1690,Synset('web_site.n.01'),10,the Israeli web site was damaged by hostile hackers,Synset('portal_site.n.01'),11,a portal typically has search engines and free email and chat rooms etc.,1
1691,Synset('gloom.n.03'),7,gloom pervaded the office,Synset('bleakness.n.01'),8,the nakedness of the landscape,1
1692,Synset('being.n.01'),5,a point of view gradually coming into being,Synset('ghetto.n.02'),7,the relative security of the gay ghetto,1
1693,Synset('play.n.03'),9,the coach drew up the plays for her team,Synset('flare_pass.n.01'),13,he threw a flare to the fullback who was tackled for a loss,1
1694,Synset('turbulence.n.03'),6,the industrial revolution was a period of great turbulence,Synset('roller_coaster.n.01'),7,the economy has been on a roller coaster all year,1
1695,Synset('looseness.n.05'),7,there was too much play in the steering wheel,Synset('wiggliness.n.01'),8,he walked with the wiggliness of a child on high heels,1
1696,Synset('title.n.09'),8,`your majesty' is the appropriate title to use in addressing a king,Synset('ladyship.n.01'),9,Your Ladyship,1
1697,Synset('rejoinder.n.01'),8,it brought a sharp rejoinder from the teacher,Synset('sass.n.01'),9,don't give me any of your sass,1
1698,Synset('agreement.n.03'),7,the two parties were in agreement,Synset('sense_of_the_meeting.n.01'),8,"no vote was taken, but after each discussion the chair summed up the sense of the meeting",1
1699,Synset('column.n.04'),5,the test tube held a column of white powder,Synset('hoodoo.n.01'),6,a tall sandstone hoodoo,1
1700,Synset('headquarters.n.01'),10,many companies have their headquarters in New York,Synset('mukataa.n.01'),11,Arafat was holed up in the mukataa of his West Bank compound,1
1701,Synset('trial.n.06'),8,his mother-in-law's visits were a great trial for him,Synset('fire.n.08'),9,he went through fire and damnation,1
1702,Synset('antagonistic_muscle.n.01'),9,the biceps and triceps are antagonistic muscles,Synset('antagonist.n.02'),10,when bending the elbow the triceps are the antagonist,1
1703,Synset('swallow.n.02'),7,one swallow of the liquid was enough,Synset('gulp.n.01'),8,he finished it at a single gulp,1
1704,Synset('exchange.n.03'),7,Adam was promised immortality in exchange for his disobedience,Synset('tradeoff.n.01'),8,I faced a tradeoff between eating and buying my medicine,1
1705,Synset('handwriting.n.02'),8,handwriting can be slow and painful for one with arthritis,Synset('subscription.n.04'),9,the deed was attested by the subscription of his signature,1
1706,Synset('power.n.05'),4,the mysterious presence of an evil power,Synset('influence.n.05'),5,she was the most important influence in my life,1
1707,Synset('closeness.n.01'),8,their closeness grew as the night wore on,Synset('togetherness.n.01'),9,togetherness is the new wonder ingredient in marriage,1
1708,Synset('pass.n.15'),8,the pass was fumbled,Synset('centering.n.02'),9,the quarterback fumbled the snap,1
1709,Synset('setting.n.02'),7,you can't do that in a university setting,Synset('showcase.n.01'),8,it was a showcase for democracy in Africa,1
1710,Synset('opportunity.n.01'),7,the holiday gave us the opportunity to visit Washington,Synset('street.n.04'),8,he worked both sides of the street,1
1711,Synset('vegetation.n.01'),5,Pleistocene vegetation,Synset('growth.n.04'),6,a growth of trees,1
1712,Synset('larceny.n.01'),11,the thieving is awful at Kennedy International,Synset('rolling.n.02'),13,he was charged with rolling drunks in the park,1
1713,Synset('stead.n.01'),10,can you go in my stead?,Synset('behalf.n.01'),11,on behalf of,1
1714,Synset('expense.n.03'),7,he kept a careful record of his expenses at the meeting,Synset('incidental_expense.n.01'),8,he requested reimbursement of $7 for incidental expenses,1
1715,Synset('count.n.01'),6,a blood count,Synset('sperm_count.n.01'),7,the sperm count is used as an indicator of male fertility,1
1716,Synset('blessing.n.02'),8,enjoy the blessings of peace,Synset('mercy.n.04'),9,it was a mercy we got out alive,1
1717,Synset('emotional_state.n.01'),7,his emotional state depended on her opinion,Synset('radiance.n.03'),9,the radiance of her countenance,1
1718,Synset('base.n.03'),10,he scrambled to get back to the bag,Synset('third_base.n.01'),11,he was cut down on a close play at third,1
1719,Synset('achiever.n.01'),8,his son would never be the achiever that his father was,Synset('natural.n.01'),9,he's a natural for the job,1
1720,Synset('engagement.n.05'),9,the play had bookings throughout the summer,Synset('gig.n.06'),10,they played a gig in New Jersey,1
1721,Synset('depth.n.01'),7,the depth of the water,Synset('superficiality.n.02'),9,he ignored the wound because of its superficiality,1
1722,Synset('inappropriateness.n.02'),6,he retracted nothing that he had said about the inappropriateness of either a corporeal God or a God who is a person,Synset('inaptness.n.01'),7,greater inaptness of expression would be hard to imagine,1
1723,Synset('sake.n.01'),7,for your sake,Synset('behalf.n.02'),8,in your behalf,1
1724,Synset('course.n.02'),7,the government took a firm course,Synset('stream.n.02'),8,two streams of development run through American history,1
1725,Synset('hit.n.03'),10,that song was his first hit and marked the beginning of his career,Synset('sleeper.n.09'),11,that movie was the sleeper of the summer,1
1726,Synset('life.n.07'),6,he appointed himself emperor for life,Synset('days.n.01'),7,the monarch's last days,1
1727,Synset('fundamentals.n.01'),10,first you must learn the fundamentals,Synset('rudiment.n.01'),11,he mastered only the rudiments of geometry,1
1728,Synset('improvement.n.02'),9,their improvements increased the value of the property,Synset('advancement.n.03'),11,advancement of knowledge,1
1729,Synset('boldness.n.02'),7,I couldn't believe her boldness,Synset('presumption.n.03'),9,he despised them for their presumptuousness,1
1730,Synset('means.n.01'),7,a means of control,Synset('royal_road.n.01'),9,the royal road to success,1
1731,Synset('consolation.n.01'),8,second place was no consolation to him,Synset('silver_lining.n.01'),9,every cloud has a silver lining,1
1732,Synset('poor_people.n.01'),5,the urban poor need assistance,Synset('homeless.n.02'),6,the homeless became a problem in the large cities,1
1733,Synset('promise.n.02'),8,there is little or no promise that he will recover,Synset('rainbow.n.02'),9,chasing rainbows,1
1734,Synset('visibility.n.01'),7,low visibility caused by fog,Synset('predomination.n.02'),10,the predomination of blues gave the painting a quiet tone,1
1735,Synset('common_stock.n.01'),8,over 40 million Americans invest in common stocks,Synset('blue_chip.n.01'),9,blue chips are usually safe investments,1
1736,Synset('excursion.n.01'),11,many summer excursions to the shore,Synset('airing.n.02'),12,he took the dogs for an airing,1
1737,Synset('practice.n.05'),5,it is not the local practice to wear shorts to dinner,Synset('heritage.n.01'),6,a heritage of freedom,1
1738,Synset('recording.n.02'),9,she watched the recording from a sound-proof booth,Synset('mastering.n.02'),10,he received a bill for mastering the concert and making 100 copies,1
1739,Synset('prototype.n.01'),8,he is the prototype of good breeding,Synset('concentrate.n.03'),9,the concentrate of contemporary despair,1
1740,Synset('appreciation.n.01'),9,he has a good grasp of accounting practices,Synset('sense.n.05'),10,a keen musical sense,1
1741,Synset('carriage.n.03'),6,stood with good posture,Synset('stiffness.n.02'),8,he awoke with a painful stiffness in his neck,1
1742,Synset('enticement.n.03'),8,his enticements were shameless,Synset('ingratiation.n.01'),10,she refused to use insinuation in order to gain favor,1
1743,Synset('ball.n.08'),6,a ball of mud caught him on the shoulder,Synset('gob.n.02'),7,a gob of phlegm,1
1744,Synset('overplus.n.01'),8,an embarrassment of riches,Synset('redundancy.n.02'),9,the use of industrial robots created redundancy among workers,1
1745,Synset('inclination.n.05'),7,her inclination is for classical music,Synset('leaning.n.01'),8,he felt leanings toward frivolity,1
1746,Synset('sight.n.02'),5,he was a familiar sight on the television,Synset('spectacle.n.01'),6,the tragic spectacle of cripples trying to escape,1
1747,Synset('separation.n.05'),7,the separation of church and state,Synset('segregation.n.03'),8,sequestration of the jury,1
1748,Synset('residence.n.01'),8,a person can have several residences,Synset('home.n.01'),9,deliver the package to my home,1
1749,Synset('agreement.n.03'),7,the two parties were in agreement,Synset('unison.n.01'),8,marching in unison,1
1750,Synset('post.n.04'),11,he set a row of posts in the ground and strung barbwire between them,Synset('bollard.n.01'),12,the road was closed to vehicular traffic with bollards,1
1751,Synset('teaching.n.02'),8,the teachings of religion,Synset('golden_rule.n.02'),9,"Whatsoever ye would that men do unto you, do you even so unto them",1
1752,Synset('luck.n.02'),5,bad luck caused his downfall,Synset('tossup.n.01'),6,it's a toss-up whether he will win or lose,1
1753,Synset('buildup.n.01'),11,I envied his rapid buildup of assets,Synset('repositing.n.01'),13,they decided to reposition their furniture in a recommended repository in Brooklyn,1
1754,Synset('shock_wave.n.01'),8,the explosion created a shock wave,Synset('sonic_boom.n.01'),9,a sonic boom follows an aircraft as a wake follows a ship,1
1755,Synset('approval.n.04'),5,words of approval seldom passed his lips,Synset('praise.n.01'),6,he always appreciated praise for his work,1
1756,Synset('state_of_matter.n.01'),7,the solid state of water is called ice,Synset('phase.n.02'),8,the reaction occurs in the liquid phase of the system,1
1757,Synset('struggle.n.03'),10,the struggle to get through the crowd exhausted her,Synset('wrestle.n.01'),11,they had a fierce wrestle,1
1758,Synset('mark.n.06'),6,And the Lord set a mark upon Cain,Synset('demerit.n.01'),7,ten demerits and he loses his privileges,1
1759,Synset('appearance.n.05'),8,the rookie made a brief appearance in the first period,Synset('apparition.n.04'),9,natives were amazed at the apparition of this white stranger,1
1760,Synset('value.n.06'),8,he has old-fashioned values,Synset('ethic.n.01'),10,the Puritan ethic,1
1761,Synset('humanistic_discipline.n.01'),8,the college of arts and sciences,Synset('literature.n.02'),10,he took a course in Russian lit,1
1762,Synset('check.n.06'),11,they made a check of their equipment,Synset('spot_check.n.01'),12,spot checks ensure a high level of performance by employees,1
1763,Synset('abundance.n.01'),8,an age of abundance,Synset('wealth.n.02'),9,she has a wealth of talent,1
1764,Synset('issue.n.02'),11,she found an old issue of the magazine in her dentist's waiting room,Synset('edition.n.03'),12,he read it in yesterday's edition of the Times,1
1765,Synset('dominance.n.02'),6,her apparent dominance of her husband was really her attempt to make him pay attention to her,Synset('ascendant.n.01'),7,that idea was in the ascendant,1
1766,Synset('version.n.01'),8,his version of the fight was different from mine,Synset('approximation.n.03'),9,newspapers gave only an approximation of the actual events,1
1767,Synset('fireplace.n.01'),10,the fireplace was so large you could walk inside it,Synset('fire.n.04'),11,they sat by the fire and talked,1
1768,Synset('innocence.n.03'),6,the trial established his innocence,Synset('clear.n.01'),7,investigation showed that he was in the clear,1
1769,Synset('contribution.n.01'),8,I am proud of my contribution in advancing the project,Synset('end.n.11'),9,he held up his end,1
1770,Synset('unwillingness.n.01'),7,his unwillingness to cooperate vetoed every proposal I made,Synset('reluctance.n.02'),8,a reluctance to commit himself,1
1771,Synset('mark.n.06'),6,And the Lord set a mark upon Cain,Synset('demerit.n.01'),7,ten demerits and he loses his privileges,1
1772,Synset('door.n.03'),11,we closed the door to Haitian immigrants,Synset('open_door.n.02'),12,he maintained an open door for all employees,1
1773,Synset('class.n.02'),6,early morning classes are always sleepy,Synset('section.n.09'),7,a graduate student taught sections for the professor's lecture course,1
1774,Synset('depression.n.10'),8,depression of the space bar on the typewriter,Synset('click.n.04'),9,a click on the right button for example,1
1775,Synset('orderliness.n.02'),6,he put his desk in order,Synset('kilter.n.01'),7,out of kilter,1
1776,Synset('mobilization.n.02'),8,mobilization of the country's economic resources,Synset('rallying.n.01'),9,the bell was a signal for the rallying of the whole neighborhood,1
